location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),24 X 7 Security,Children's play area,Club House,Full Power Backup,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Gymnasium,School,locality_score,project_score,builder_experience,Intercom,Rain Water Harvesting,Car Parking,Vaastu Compliant,Indoor Games,Multipurpose Room,Staff Quarter,Golf Course,Cafeteria,Maintenance Staff,ATM,Shopping Mall,Hospital
Raj Nagar Extension,935,3600000,INR,,0,0,"One of the strongest real estate market of North India, Delhi/NCR has a mix of properties in the luxury, middle and affordable section. The availability of these along with strong infrastructure developments resulting in easy connectivity impacts the market positively.
The positivity in the job market creating opportunities and bringing people in the region is also one of the strongest reasons impacting the real estate market.",1,east,0,4,0,0,1,0,1,0,0,1,1,0,,,,123.0,,1.0,1.0,,,,,,,,,,
Raj Nagar Extension,2540,18000000,INR,0,0,0,"A spacious 6 bhk villa is available for sale in VVIP Assets, Raj Nagar Extension, Ghaziabad. It has a salable area of 2540 sqft and is available at a price of Rs. 7,085 per sqft. It is an unfurnished property. It has rain water harvesting. Other amenities include car parking and power_backup. The property has 4 bathrooms and 6 balconies. It is an under-construction property and is expected to get completed by 01/08/2021. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,,0,0,0,0,1,0,1,0,0,1,1,0,,,,123.0,,1.0,1.0,,,,,,,,,,
Lal Kuan,900,4500000,INR,1,1,0,"The house is unfurnished. It has fire sprinklers as well as full power backup. The project also has intercom, cctv, 24 x 7 security, rain water harvesting, gated community and 24x7 water supply. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",1,,0,0,0,1,0,0,1,0,0,0,0,0,,7.4,,2022.0,1.0,1.0,,,,,,,,,,,
Lal Kuan,702,3800000,INR,1,1,0,"The house is unfurnished. It has gated community as well as 24x7 water supply. The project also has full power backup, 24 x 7 security, rain water harvesting, cctv, fire sprinklers and intercom. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,,0,0,0,1,0,0,1,0,0,0,0,0,,7.4,,2022.0,1.0,1.0,,,,,,,,,,,
Lal Kuan,648,3000000,INR,1,1,0,"It’s a 3 bhk villa situated in Visavi Company Surya Villa Enclave, Lal Kuan. It has a salable area of 648 sqft and is available at a price of Rs. 4,629 per sqft. It is an unfurnished property. It has 24 x 7 security as well as 24x7 water supply. The project also has intercom, full power backup, fire sprinklers, gated community, cctv and rain water harvesting. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact us for more details. ",1,,0,0,0,1,0,0,1,0,0,0,0,0,,7.4,,2022.0,1.0,1.0,,,,,,,,,,,
Lal Kuan,1500,5610000,INR,1,1,0,"It’s a 3 bhk villa situated in ADV Realtors Homes, Lal Kuan. It has an area of 1500 sqft . The property is available at a price of Rs. 56.10 lac . It is an unfurnished property. It has full power backup as well as fire sprinklers. The project also has 24x7 water supply. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,0,0,0,0,0,0,1,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Lal Kuan,1700,4768500,INR,0,1,0,"It’s a 3 bhk villa situated in ADV Realtors AR Residency, Lal Kuan, Ghaziabad. It is an unfurnished property. It has cctv as well as 24 x 7 security. The project also has temple, gated community, landscape garden and tree planting and 24x7 water supply. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1,,0,0,0,1,0,0,0,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Crossing Republik,1800,6998400,INR,0,1,0,"Well designed 3 bhk villa is available at a prime location in Satyam Real Build Vrindavan Garden. It is an unfurnished property. It has malls on walking distance. Other amenities include authority park, internal roads, school, gas pipeline, water supply, gated community and electricity. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,17.0,,,,,,,,,,,,,
Crossing Republik,900,3499200,INR,0,1,0,"A spacious 2 bhk villa is available for sale in Satyam Real Build Vrindavan Garden, Crossing Republik, Ghaziabad. The house is unfurnished. It has gated community. Other amenities include authority park, electricity, internal roads, water supply, school, gas pipeline and malls on walking distance. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,17.0,,,,,,,,,,,,,
Crossing Republik,450,1749600,INR,0,1,0,"It’s a 1 bhk villa situated in Satyam Real Build Vrindavan Garden, Crossing Republik, Ghaziabad. It has an area of 450 sqft . The property is available at a price of Rs. 17.50 lac . The house is unfurnished. It has gas pipeline as well as gated community. The project also has malls on walking distance, water supply, authority park, school, electricity and internal roads. This residential complex is under-construction as of now. The expected completion date is 31/12/2020. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,17.0,,,,,,,,,,,,,
Crossing Republik,585,2274480,INR,0,1,0,"It’s a 1 bhk villa situated in Satyam Real Build Vrindavan Garden, Crossing Republik, Ghaziabad. It has a salable area of 585 sqft and is available at a price of Rs. 3,888 per sqft. It has gated community as well as malls on walking distance. The project also has internal roads, water supply, gas pipeline, authority park, electricity and school. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,17.0,,,,,,,,,,,,,
Lal Kuan,612,4500000,INR,1,1,0,"Well designed 3 bhk villa is available at a prime location in Sundaram Construction Shri Sai Heritage Villas. It has a salable area of 612 sqft and is available at a price of Rs. 7,352 per sqft. It is an unfurnished property. It has power backup. Other amenities include 24 hours water supply, fire sprinklers and earthquake resistant structure. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,0,2,0,0,0,0,1,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Chhapraula,369,1050174,INR,0,1,0,"Well designed 1 bhk villa is available at a prime location in Sundaram Construction Satyam Shivam Sundram Villas. It has an area of 369 sqft . The property is available at a price of Rs. 10.50 lac . It has gated community as well as sewage treatment plant. The project also has street lighting, intercom, landscape garden and tree planting, 24x7 water supply, cctv, full power backup, 24 x 7 security and rain water harvesting. It is made in way to provide a comfortable living. Please contact us for more details. ",1,,0,0,0,1,0,0,1,0,0,0,0,0,,,,,1.0,1.0,,,,,,,,,,,
Chhapraula,648,2250504,INR,0,1,0,"It’s a 3 bhk villa situated in Sundaram Construction Satyam Shivam Sundram Villas, Chhapraula. It is an unfurnished property. It has rain water harvesting as well as cctv. The project also has sewage treatment plant, 24x7 water supply, landscape garden and tree planting, 24 x 7 security, intercom, street lighting, full power backup and gated community. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",1,,0,0,0,1,0,0,1,0,0,0,0,0,,,,,1.0,1.0,,,,,,,,,,,
Chipiyana Buzurg,900,2500000,INR,1,0,1,"It’s a 3 bhk villa situated in Om Sai Enclave, Chipiyana Buzurg, Ghaziabad. It is an unfurnished property. Its main door is facing east direction. The property is available on freehold. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,east,0,10,0,0,0,0,0,0,0,0,0,0,1.0,,,123.0,,,,,,,,,,,1.0,,1.0
Modinagar,2040,12500000,INR,,0,1,Well designed 4 bhk villa is available at a prime location in Modinagar. It has a built-up area of 2040 sqft and is priced at Rs. 1.25 cr (negotiable). It is an unfurnished property. It is facing north direction. The property is available on freehold. It has 1 bathroom and 4 balconies. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ,1,north,0,20,0,0,0,0,0,0,0,0,0,0,,,,,,,1.0,,,,,,,,,,
sanjay nagar,2000,13800000,INR,,0,0,"Luxurious duplex in a lush green area gated compound, well connected through public transport. Market at a stone's throw. Park front location with lot of open space.",1,,0,24,0,1,0,0,0,0,0,0,0,0,,,,,,,1.0,,,,,,,,,,
Raj Nagar Extension,1570,14100000,INR,1,0,0,"Check out this 5 BHK Villa for sale in Ghukna, Ghaziabad. This property is posted by owner and thus there is no need to pay any broker amount. This 5 BHK Villa is perfect for a modern-day lifestyle. Ghukna is a promising location in Ghaziabad and this is one of the finest properties in the area. Buy this Villa for sale now. The property's price is Rs 1.41 Cr. This property is a modern-day abode, with 1570 Square feet built-up area. It is a North-East-facing property. The unit has 5 bedrooms and 3 bathroom. Servant room is provided in this unit. Residents in this Villa can make use of the lift facility. It is a safe surrounding with cctv facility. Kids area for young families and children's is also present here. Other facilities include provisions for Gym, Garden, Sports Facility, Swimming Pool, Intercom, Clubhouse, Community Hall. This property also has power backup facility. Regular water supply is provided. It is a gated community. Educational institutions are closeby with schools such as The American School, Ghaziabad, Makoons Pre-School, and Nav Gyan Jyoti Public Schools nearby. Healthcare centres such as Vardan Netra Chikitsalaya, Lifecell Multi Speciality Centre, and Geetanjali Dental Clinic are also easily accessible",1,northeast,1,0,1,0,1,1,1,1,1,0,0,1,,,,,1.0,,,,,,,,,,,,
Vasundhara,1647,24000000,INR,1,0,0,"3 BHK Villa available for sale in Hno.667 Friends Society Sector-12 Vasundhara Ghaziabas, Vasundhara, Ghaziabad. Available amenities are: Garden, Kids area. Villa has 3 bedroom, 3 bathroom. It is 8 years old. Property is inside a gated community.",1,northeast,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Lal Kuan,495,1660000,INR,1,0,1,It has a built-up area of 495 sqft and is priced at Rs. 16.60 lac (negotiable). It is facing east direction. The property is available on freehold. The property has 1 bathroom and 1 balcony. It is a ready-to-move-in property. Please contact for more details. ,1,east,0,0,0,1,0,0,0,0,0,0,0,0,,7.4,,,,,1.0,1.0,,,1.0,,,1.0,,1.0,
Sector 15 Vasundhara,5000,32500000,INR,,0,0,"A spacious 4 bhk villa is available for sale in Swaraj Homes Vasundhara Colony Welfare, Sector 15 Vasundhara, Ghaziabad. It has a built-up area of 5000 sqft and is priced at Rs. 3.25 cr . It is a semi-furnished property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2022.0,,,,,,,,,,,,,
Meerut Road Industrial Area,2800,25000000,INR,,0,0,"The house is furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,,1,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Lohia Nagar,3500,25000000,INR,1,0,0,"Looking for a good 5 BHK Villa in Lohia Nagar, Ghaziabad? This property is in one of Ghaziabad's most popular locations. This is a no brokerage property. This Villa is available for Rs 2.5 Cr. This modern unit has a built-up area of 3500 Square feet. There are 5 bedrooms and 3 bathroom. It is very close to some of city's best hospitals, such as, Columbia Asia Hospital - Ghaziabad, Yashoda Hospital, and Harsh ENT Hospital. Established schools, such as Ryan International School, Ranu Partupgher Secondary School, and Kiddies Campus Play Way School are also close-by",1,,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
