location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Intercom,Indoor Games,ATM,Maintenance Staff,Staff Quarter,Multipurpose Room,Car Parking,Hospital,School,Shopping Mall,Vaastu Compliant,Cafeteria,Rain Water Harvesting,Golf Course
Dhakoli,1640,7890000,INR,0,1,0,"The Project is coming up with 3 BHK flats in Zirakpur. These are luxury Independent Low rise floors with lift and covered car parking for each Home in 6.5 Acres Township. More About This Property 3 BHK Independent Floor for sale in Zirakpur. This property is in Dhakoli, which is a coveted investment location. This tastefully designed 3 BHK unit is among Zirakpur's best properties. Contact now for more details. This property in Zirakpur is on floor 2. The total number of floors in this Independent Floor is 4. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1640 Square feet. This is a North-East facing property. It has 3 bathroom and 3 bedrooms. This property has lift. Sports enthusiasts can enjoy sports facilities provided in this project such as sports facility. Other facilities include Gym, Garden, Sports Facility, Swimming Pool, Intercom, Clubhouse, Community Hall. This property also has power backup facility. This is a gated community. There is regular water supply in this property. It is equipped with cctv facility. Kids area is also present. Some of the very well-known and reputed speciality hospitals like Kaushal Gynae and Medical Centre, Sigma Medical Aids, and Surya Medicare Limited are just a walk away from this location",1,northeast,0,0,1,1,0,1,1,1,1,1,0,0,,,,1,,,,,,,,,,,,,
Sector 34,2250,23600000,INR,,1,0,"One of the finest property in Sector 34 is now available for sale. This is a 3 BHK Independent Floor. Make it yours now. It is on floor 1. It is a 2 storeyed building. The price of this Independent Floor is Rs 2.36 Cr. This Independent Floor is spacious with a built-up area of 2250 Square feet. The carpet area is 1587 Square feet. It is a North-East-facing property with a good view. There are 3 bedrooms and 3 bathroom. This property ensures you are a quick distance away from the city's best schools such as Charms Education & Immigraton Services (P) Ltd, UEI Global, and Cadd Primer Chandigarh. It is also close to good and reputed hospitals like Government Medical College & Hospital, Tricity Institute of Plastic Surgery TIPS, and Mukat Hospital & Heart Institute",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sector 21,5400,42500000,INR,1,1,0,"It’s a 4 bhk builder floor situated in Sector 21, Chandigarh. It has a built-up area of 5400 sqft and is priced at Rs. 4.25 cr . It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sector 69,4500,25000000,INR,,0,0,"It’s a 4 bhk builder floor situated in Sector 69, Chandigarh. It has a built-up area of 4500 sqft and is priced at Rs. 2.50 cr . The house is semi-furnished. Its main door is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1,east,0,0,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
Lohgarh,1325,4750000,INR,,1,0,This spacious 3 bhk builder floor is available for sale and is located in the heart of Lohgarh. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ,1,east,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Togan,2250,7500000,INR,,1,0,"It’s a 3 bhk builder floor situated in Togan, Chandigarh. It has a built-up area of 2250 sqft and is priced at Rs. 75.00 lac . The house is semi-furnished. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sector 59,2250,12500000,INR,,0,0,"It’s a 3 bhk builder floor situated in Sector 59. It has a built-up area of 2250 sqft and is priced at Rs. 1.25 cr . It is an unfurnished property. It is a 6 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sunny Enclave,1035,3090000,INR,,1,0,"Well designed 2 bhk builder floor is available at a prime location in Sunny Enclave. It has a salable area of 1035 sqft and is available at a price of Rs. 2,985 per sqft. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,1300,3600000,INR,,1,0,"It’s a 3 bhk builder floor situated in Dhakoli, Chandigarh. It is a semi-furnished property. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,east,0,0,0,0,0,1,0,0,0,0,0,0,,,,1,,,,,,,,,,,,,
Dhakoli,1200,3090000,INR,1,1,0,It has a built-up area of 1200 sqft and is priced at Rs. 30.90 lac . It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ,1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dera Bassi,990,2420000,INR,,1,1,,1,northeast,0,3,0,1,1,1,1,1,1,1,1,0,7.1,,,1,1,1,1,1,1,1,1,1,1,1,,,
Dhakoli,1772,7020000,INR,,1,0,"It has an area of 1772 sqft with a carpet area of 1450 sqft . The property is available at a price of Rs. 70.20 lac . It is a semi-furnished property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,1,1,0,1,1,1,1,1,0,0,,,,1,,,,,,,,,,,,,
Patiala Road Zirakpur,1080,3590000,INR,1,1,1,,1,north,0,122,0,1,1,1,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,
Dhakoli,1450,5800000,INR,,1,0,"A 3 bhk property is available for sale in Dhakoli, Chandigarh. It has a salable area of 1450 sqft and is available at a price of Rs. 4,000 per sqft. It is a semi-furnished property. It is facing east direction. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. ",1,east,0,0,1,0,0,1,1,1,1,0,0,0,,,,1,,,,,,,,,,,,,
Lohgarh,1800,6350000,INR,0,1,0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Lohgarh. It has a salable area of 1800 sqft and is available at a price of Rs. 3,527 per sqft. The house is semi-furnished. It is northeast facing property. It is an under-construction property . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,northeast,0,0,1,1,0,1,1,1,1,1,0,0,,,,1,,,,,,,,,,,,,
Sector 15,2250,23500000,INR,,1,0,"3 BHK Independent Floor for sale in Sector 15, Chandigarh with modern-day amenities. The Independent Floor is in Sector 15 which is a promising investment destination in Chandigarh. This might be your chance to grab the best 3 BHK property for sale in Sector 15. The property is on floor 1 and the total number of floors is 2. This 3 BHK Independent Floor is available at a reasonable price of Rs 2.35 Cr. It is a very spacious property, spread over 1687 Square feet. The built-up area is 2250 Square feet. This property has provision for 3 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Post Graduate Institute of Medical Education & Research, Chandigarh, New OPD PGI, and PGI Emergency. The city's best schools like Govt Sr Secondary School, D.A.V. Model School, and Extreme Martial Arts Chandigarh are also near this housing project",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
New chandigarh mohali,1180,5700000,INR,,0,0,"A 3 bhk property is available for sale in New chandigarh mohali, Chandigarh. It has an area of 1180 sqft with a carpet area of 850 sqft . The property is available at a price of Rs. 57.00 lac . The house is semi-furnished. Its main door is facing west direction. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,west,0,0,0,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,
Dhakoli,855,2790000,INR,,1,0,"It has a salable area of 855 sqft and is available at a price of Rs. 3,263 per sqft. It is a semi-furnished property. It is facing southwest direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,southwest,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
Dhakoli,900,2750000,INR,1,0,0,"It’s a 3 bhk builder floor situated in Dhakoli, Chandigarh. It has a salable area of 900 sqft and is available at a price of Rs. 3,055 per sqft. It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sector 79,1350,7500000,INR,,1,0,"This spacious 2 bhk builder floor is available for sale and is located in the heart of Sector 79. It has a salable area of 1350 sqft and is available at a price of Rs. 5,555 per sqft. The house is unfurnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northeast,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Togan,2250,7890000,INR,,1,0,"A 3 bhk property is available for sale in Togan, Chandigarh. It has an area of 2250 sqft with a carpet area of 1456 sqft . The property is available at a price of Rs. 78.90 lac . The house is semi-furnished. Its main door is facing northwest direction. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,northwest,0,0,1,1,0,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,
Mohali Sector 127,900,3290000,INR,,1,1,,1,east,0,3,0,1,1,1,1,1,0,0,1,0,,,,1,1,1,1,,,1,1,1,,1,1,1,
Omaxe New Chandigarh,1395,4729000,INR,,1,1,,1,northeast,0,0,1,1,1,1,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,
Peermachhala,1050,3080000,INR,,1,1,,1,east,0,3,0,0,1,0,0,0,0,0,0,0,,,,,,1,1,,,1,1,1,1,1,,,
Dhakoli,1000,4450000,INR,,1,0,The house is semi-furnished. Its main door is facing northeast direction. It is a ready-to-move-in property. It is well connected to the city areas. Contact us for more details. ,1,northeast,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Sector 34,3250,23500000,INR,,0,0,"Well designed 3 bhk builder floor is available at a prime location in Sector 34. It has an area of 3250 sqft with a carpet area of 1450 sqft . The property is available at a price of Rs. 2.35 cr . It is facing west direction. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,west,0,0,0,1,0,1,1,1,1,1,0,0,,,,1,,,,,,,,,,,,,
Zirakpur GAzipur Road,1150,2790000,INR,,1,1,"It’s a 2 bhk builder floor situated in Zirakpur GAzipur Road, Chandigarh. It has a salable area of 1150 sqft and is available at a price of Rs. 2,426 per sqft. It is on the 1st floor of the building (total number of floors are 3). One of the major USPs of the property is that it is a road facing property. The property is available on freehold. The property has 2 bathrooms and 2 balconies. It is a ready-to-move-in property. The society is well connected by different modes of transportation. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,,,,,,,
Sec 124 Sunny Enclave,850,3590000,INR,,1,1,"It’s a 2 bhk builder floor situated in Sec 124 Sunny Enclave, Chandigarh. It has an area of 850 sqft with a carpet area of 820 sqft . The property is available at a price of Rs. 35.90 lac (negotiable ). It is a semi-furnished property. It is on the ground floor of the building (total number of floors are 3). Its main door is facing northeast direction. The property is available on freehold. It has 2 bathrooms and 2 balconies. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,northeast,0,0,0,0,1,0,0,1,0,0,0,1,,,,,,1,1,,,1,1,1,,1,,1,
